GENE_SYMBOL,logFC,P.Value
TTC23L,-0.0893915,0.622
CNOT10,0.0429097,0.622
HOXA9,-0.1058573,0.622
BTBD7,-0.0443034,0.622
RPS2,0.02687765,0.6221904259543902
TNPO1,0.0383696,0.623
OR2Z1,-0.1079983,0.623
C7orf62,0.1174544,0.623
SNORD113-9,0.0619532,0.623
Q9B8G3,-0.0817764,0.623
TIMMDC1,0.0432876,0.623
LOC254100,0.1209711,0.623
LRRC40,0.0450948,0.623
ANO1-AS2,0.1092803,0.623
CCDC127,-0.0789816,0.623
DEFA3,0.1967777,0.623
TMEM168,0.05054,0.623
LOC284551,0.098165,0.623
XLOC_003863,-0.0895984,0.623
XLOC_012525,-0.1806509,0.623
HAND1,0.1377928,0.624
LOC100505783,-0.0567579,0.624
IGSF22,0.0719807,0.624
VPS25,0.0409758,0.624
WAPAL,-0.0405319,0.624
IL10RB,-0.0559788,0.624
TSPAN3,-0.0521425,0.624
SNORD96A,0.0659116,0.624
CNPY4,-0.058677,0.624
MTCH2,-0.0618637,0.624
OR4D2,0.1804933,0.624
PCGF2,-0.049942,0.624
GPT,-0.1095254,0.625
TBX21,0.1254673,0.625
CKB,-0.0617909,0.625
PRUNE2,0.0654326,0.625
MGST3,-0.0504446,0.625
ZNF845,0.0529904,0.625
XLOC_001428,0.0807521,0.625
NOP10,0.0493561,0.625
ODF2L,0.0746075,0.625
NLRP5,0.0946174,0.625
LOC401022,-0.1836165,0.625
ROPN1L,0.0434914,0.625
P2RX6P,-0.1760963,0.625
IGF2BP3,-0.0621074,0.625
DGKG,-0.0594459,0.625
CAGE1,0.0609499,0.626
LOC100127983,0.0497068,0.626
C1orf168,-0.0816249,0.626
IL2RB,0.1285525,0.626
LOC100233209,0.1016465,0.626
LOC286161,-0.0504657,0.626
FAHD1,0.0381887,0.626
RAB4B,-0.0440907,0.626
RRM2B,0.0454873,0.626
HIST2H4B,-0.0447134,0.626
KANK3,0.0389428,0.626
EPHA3,0.0524586,0.626
C19orf73,0.0448841,0.626
OPN4,-0.0951949,0.626
MRPS16,0.0479394,0.627
PRPF39,0.0458227,0.627
MYO1B,-0.0657125,0.627
PANK2,0.0391824,0.627
MUC8,0.1154785,0.627
IL29,-0.0934314,0.627
BPIFB4,0.0745411,0.627
FNDC3A,0.0429835,0.627
MAGIX,-0.0647663,0.627
GNG11,0.1993258,0.627
THBS3,0.0796067,0.627
DIP2C,-0.0382848,0.627
SNORA70,0.0650263,0.627
KCNJ9,-0.0652305,0.627
SORD,0.0721206,0.627
IL6,-0.1143829,0.628
PPM1L,-0.0916725,0.628
PITX3,0.0628705,0.628
PPIP5K2,-0.0462802,0.628
CACNA2D3,0.1510533,0.628
SNORD113-3,-0.0520614,0.628
BEST1,-0.0694654,0.628
SPSB4,-0.0484313,0.628
SNORD113-2,0.0831611,0.628
MFSD2B,-0.0996168,0.628
POLQ,-0.074879,0.629
COX7A1,0.1264105,0.629
ARHGAP24,-0.0583396,0.629
SLC25A4,-0.044066,0.629
LOC643719,-0.0418501,0.629
ZNF620,-0.0904684,0.629
SAMHD1,-0.0764454,0.629
TTC3P1,-0.0535152,0.629
LOC100130354,0.0673954,0.629
C4orf39,0.0473244,0.629
TMEM151A,0.0465517,0.629
POLN,0.1327386,0.629
XLOC_013670,0.1307074,0.629
UPK3A,0.1179643,0.629
SPRED1,0.0599017,0.629
LRRC9,-0.0609447,0.629
SH2D3A,0.0672228,0.629
NRN1L,-0.0560857,0.629
EMID2,-0.1265278,0.629
BCOR,-0.0744719,0.63
ICAM4,0.1193151,0.63
MCART1,0.0505739,0.63
MOG,0.0893352,0.63
WDR66,0.0510052,0.63
CES1P1,0.1405878,0.63
G6PC,-0.1343098,0.63
OR52W1,-0.1203362,0.63
ANAPC1,0.0543045,0.63
HDAC5,-0.0407695,0.63
NDUFS2,-0.0661978,0.631
ABCA11P,-0.0648042,0.631
PLA2G2D,-0.1319593,0.631
OR6T1,-0.1135669,0.631
LDLRAD1,0.1100507,0.631
DNASE2,0.0738424,0.631
MAP2K1,-0.043572,0.631
SLC12A3,0.1419161,0.631
SNORD12B,0.0811542,0.631
XLOC_013788,0.0494546,0.631
LOC440132,0.0609488,0.631
C9orf4,0.0503862,0.631
KLHL24,-0.0583911,0.631
SLITRK2,0.064508,0.632
ATP5O,0.038055,0.632
KIAA1024,-0.0659338,0.632
TREML2,0.2513413,0.632
DNAH10OS,-0.0449613,0.632
PSG10P,-0.1221569,0.632
IL31,0.0719573,0.632
NTN4,0.1624568,0.632
STXBP5,-0.076215,0.632
NME5,-0.0607568,0.632
DEC1,0.1136288,0.632
XLOC_l2_013696,-0.0838992,0.633
C3orf55,-0.0906662,0.633
LRRC30,-0.1716762,0.633
OR5AU1,0.0573071,0.633
C15orf63,-0.0743201,0.633
XLOC_007745,-0.0615303,0.633
UNC5C,-0.0421905,0.633
SEPT9,-0.0626677,0.633
LOC401164,0.041187,0.633
ARID3B,0.0374662,0.633
PHYHD1,0.0647238,0.634
KIAA1704,-0.0704737,0.634
ELOVL6,-0.0434458,0.634
UPF3A,-0.040543,0.634
FAM96B,-0.0501175,0.634
KIF20A,-0.1862352,0.634
UBE2D3,0.0423476,0.634
KPNA6,0.0380662,0.634
ECE2,-0.0409983,0.635
SST,-0.0990392,0.635
SYCN,0.1683948,0.635
HNRNPH1,-0.0646004,0.635
PIGH,0.0547842,0.635
CHST6,-0.0521115,0.635
ZNF519,-0.0519895,0.635
RPS10,0.0492328,0.635
TTC21B,0.0454561,0.635
SP2,-0.0873299,0.635
UGT2B10,0.0961617,0.635
KCNK17,-0.0946803,0.635
HIST1H2AL,-0.0948582,0.635
MCU,-0.0575312,0.635
XLOC_l2_006025,-0.0753669,0.635
XPNPEP2,-0.0816959,0.636
PCGF5,-0.1051186,0.636
FSD1L,0.0434991,0.636
PDCD10,0.0432509,0.636
PAX8,0.1137986,0.636
DNMT3A,0.0612671,0.636
ZNF37A,-0.0406193,0.636
LINC00264,0.0658322,0.636
BMS1,-0.0441201,0.636
S1PR3,-0.0527259,0.636
CEP135,-0.0385118,0.636
NDUFA10,0.0495631,0.636
EIF2C3,-0.0473587,0.636
ST6GAL2,-0.0754394,0.636
CACNG8,0.0922062,0.636
PRRT3,-0.0443423,0.637
GHR,0.065098,0.637
SCARNA11,0.0999738,0.637
ARHGAP10,-0.1040659,0.637
XLOC_001605,0.0743513,0.637
MGC39372,-0.0620156,0.637
XLOC_002886,-0.0945835,0.637
ROR1,0.0461749,0.637
SHISA9,-0.1833248,0.637
FAM189A1,-0.1412686,0.637
FRZB,0.0642452,0.637
PHC3,-0.0404327,0.637
GIP,0.0795615,0.637
KLHDC7A,-0.1357067,0.637
ZDHHC15,0.0943265,0.637
KIAA1751,-0.0441968,0.637
DKK2,0.0901402,0.637
OR3A4P,0.0430728,0.637
H2BFM,-0.0481598,0.637
LINC00303,0.077053,0.637
HLA-DMB,-0.1322787,0.637
DLGAP5,-0.2238872,0.637
LOC100129924,0.1352886,0.637
MED16,-0.0563748,0.638
GTPBP1,0.0392629,0.638
STARD3,0.0464335,0.638
HABP2,-0.0495778,0.638
RRM1,0.0538747,0.638
GSX1,0.0930114,0.638
ITIH4,0.0563098,0.638
SLIRP,0.0379389,0.638
RFX4,-0.1075055,0.638
SCAMP3,0.0385814,0.638
AKR7L,0.0379037,0.638
PCDHA4,-0.0778597,0.638
NUP205,-0.0385734,0.638
APOBEC3G,0.2166826,0.638
VAT1,-0.0580115,0.638
HIRIP3,0.0435796,0.638
C21orf37,0.0833924,0.638
CNTN6,0.1001475,0.639
FBP2,-0.1568293,0.639
XLOC_002726,0.124883,0.639
FBXL13,-0.0603184,0.639
LOC100506874,0.0689451,0.639
MAGEE1,-0.0593884,0.639
TMCO1,-0.0582703,0.639
SELV,0.0935562,0.639
C10orf10,0.0579329,0.639
ZNF517,-0.1425023,0.639
FHAD1,-0.0848161,0.639
MAN2A2,-0.0800745,0.639
TECPR1,0.0645283,0.639
SEPP1,0.0760702,0.639
LAIR1,-0.0707201,0.639
CTDSPL2,0.0612908,0.639
TMEM221,0.0483159,0.639
CELF6,-0.0468786,0.639
LOC647323,0.1575288,0.639
HS2ST1,0.003042749999999997,0.6394550190520852
ZNF69,-0.0526112,0.64
C9orf117,-0.0787556,0.64
PDCD7,-0.0519966,0.64
ARG1,0.0985261,0.64
FABP9,0.1699021,0.64
AGK,-0.0562873,0.64
APLN,-0.0516452,0.64
CENPE,0.1081746,0.64
FUT5,0.1298592,0.64
FAM3D,-0.1807153,0.64
SOX6,-0.1013511,0.64
OVOL2,0.0564082,0.64
OR2L13,0.0999915,0.64
CEACAM19,0.0658932,0.64
SLC5A1,0.078833,0.64
AKAP1,-0.0440276,0.64
OR6K6,-0.1031541,0.641
EXD1,0.1226411,0.641
KHDRBS1,-0.0469665,0.641
LOC100505725,0.1344964,0.641
MVK,0.0488677,0.641
KBTBD6,-0.0539422,0.641
C1orf201,-0.0517894,0.641
INSC,-0.062727,0.641
KCTD16,-0.089734,0.641
HACL1,-0.0418302,0.641
C3orf75,-0.0372571,0.642
CYP1B1,-0.081302,0.642
LOC100131608,0.1207985,0.642
EML3,0.0505128,0.642
XLOC_011881,-0.120969,0.642
ALPK2,-0.1090122,0.642
COMT,0.0528793,0.642
PSTK,-0.0396896,0.642
USP3,-0.0403617,0.642
BCS1L,-0.035955,0.642
MORF4L2,-0.0384944,0.642
XLOC_005602,0.1063771,0.642
PARD3B,-0.1391656,0.642
SLC34A1,-0.0874811,0.642
KRTAP6-3,0.0864291,0.642
STOM,-0.0427273,0.642
XLOC_014161,0.1461093,0.642
PDZK1,0.0807063,0.642
NFAM1,-0.15142,0.642
C13orf27,-0.0491629,0.642
SNORA71C,0.0624808,0.642
LOC389332,-0.1647139,0.642
USP17L2,0.049949049999999995,0.6420775111600903
SCGB2A2,-0.0967701,0.643
KCNE4,-0.1238952,0.643
LOC146880,-0.0528962,0.643
SNORD83A,-0.0802697,0.643
CPSF6,-0.0502302,0.643
HLA-DRB1,-0.051459,0.643
Q81CU5,0.0544876,0.643
FERD3L,-0.077987,0.643
XLOC_l2_004010,0.1990433,0.643
ZNF385D,0.0481139,0.643
COL4A3,-0.0966706,0.643
XLOC_012020,-0.0848821,0.643
LINC00092,-0.0949745,0.643
TCEANC2,0.042883,0.643
DTWD2,-0.0700623,0.643
RYR3,0.0700859,0.643
MGAM,0.1047795,0.644
C8orf22,-0.0948927,0.644
RNASE12,-0.0378208,0.644
WFDC12,-0.0586247,0.644
GPR78,0.1237591,0.644
C19orf75,-0.1082397,0.644
SLC29A3,-0.0367686,0.644
C1GALT1,0.0509201,0.644
BATF2,0.0675105,0.644
FAM177B,-0.0929196,0.644
KIAA2026,-0.0416383,0.644
CNDP1,0.0928907,0.644
GBP2,-0.1655682,0.644
XLOC_006315,-0.1051503,0.644
DBIL5P,-0.0680341,0.644
XLOC_002129,-0.0760021,0.644
C7orf11,0.0675061,0.644
URGCP,-0.0618754,0.644
HIVEP3,0.059021,0.644
TMEM30A,-0.0913076,0.645
CLEC4C,0.0664848,0.645
RNMTL1,0.0395619,0.645
NPY,-0.0817367,0.645
ZDHHC3,-0.0405387,0.645
AK5,0.0612728,0.645
ERBB3,0.0444105,0.645
MAP3K5,0.1344611,0.645
TNIP2,0.0875276,0.645
CHRNA4,-0.0456123,0.645
C3orf80,0.0581786,0.645
XLOC_003433,-0.0551199,0.645
MICAL2,-0.0488788,0.645
RNF113A,-0.041138,0.645
LOC100506046,0.0527393,0.645
SAA4,-0.0901516,0.645
PPP4R2,0.0384366,0.646
DEDD,-0.0631568,0.646
SEMA6A,-0.0431772,0.646
DYRK4,0.041525,0.646
AK8,-0.0641599,0.646
LOC100128682,-0.1175469,0.646
C17orf79,0.0351498,0.646
CCDC88C,0.0419305,0.646
PTRH1,0.0447188,0.646
SMCP,-0.074942,0.647
GPR111,0.1150634,0.647
PLIN1,0.1544356,0.647
SNORD91B,-0.0665168,0.647
TP53,-0.0526956,0.647
TLR10,-0.1691641,0.647
RNF165,0.0518255,0.647
PCDHA13,0.1231387,0.647
ATP6V1G3,-0.2076271,0.647
LOC729013,0.0507501,0.647
CD99L2,-0.0608678,0.647
GPX2,0.0611819,0.647
CROCC,-0.0729279,0.648
C1orf116,-0.1179032,0.648
MRPL28,-0.0372086,0.648
EMILIN2,-0.0592038,0.648
SLC38A3,-0.0442302,0.648
REP15,-0.0836448,0.648
MINK1,-0.0585007,0.648
GUCA1A,0.1189647,0.648
OR2A12,-0.1525004,0.648
CRTAC1,-0.089848,0.648
SULT1C4,-0.0438478,0.648
RNF144A,-0.0519963,0.649
CPSF2,0.1699155,0.649
KLHL5,-0.0391671,0.649
C3orf43,0.181566,0.649
LCE2B,-0.1657445,0.649
NEBL,0.072727,0.649
DDX18,0.0574914,0.649
AES,0.0447665,0.649
UBL4B,-0.1306824,0.649
LUZP6,0.1003379,0.65
CYP4F12,0.1055771,0.65
FAM126A,-0.0840408,0.65
IMP5,0.0893644,0.65
ADRB2,0.1657604,0.65
MRPS9,-0.0411792,0.65
SPRYD7,-0.0495892,0.65
LOC100507516,-0.1770647,0.65
KDELC2,-0.0874142,0.65
COL8A2,0.0488618,0.65
SLC7A9,0.0620483,0.65
MBOAT7,0.0348063,0.65
XLOC_005935,0.053602,0.65
IGSF6,-0.1154739,0.651
ADAMTSL4,-0.0603943,0.651
SLC5A4,0.1314591,0.651
OR11H6,0.1473419,0.651
SEC14L3,0.0759334,0.651
GPR83,-0.1328255,0.651
DAZAP2,0.0476365,0.651
LOC100133091,-0.0626778,0.651
C9orf71,-0.091249,0.651
ALX4,-0.105289,0.652
FLJ31813,-0.0604386,0.652
OR52B4,-0.1449748,0.652
MB21D1,-0.097446,0.652
LOC100505495,0.0494933,0.652
CBLN3,0.0934984,0.652
STAU1,0.0369625,0.652
LOC389023,-0.0509406,0.652
PLAC9,-0.0871667,0.652
CCND1,0.1602536,0.652
CKAP5,-0.0411075,0.652
BCL2L15,-0.0834362,0.652
ELTD1,0.1082177,0.652
PRAMEF10,-0.0911911,0.653
KRT75,0.1149528,0.653
XLOC_003872,0.0556635,0.653
IDI2-AS1,-0.0850857,0.653
RNF224,0.0717537,0.653
GPX3,0.0471527,0.653
MKNK2,-0.0425317,0.653
XLOC_014110,0.0719279,0.653
LOC100506681,-0.0734129,0.653
XLOC_l2_009182,0.1302637,0.653
LOC100289473,0.0481136,0.653
GNA15,-0.1358782,0.653
CYP4F3,0.0529678,0.653
Q97C69,0.0589096,0.653
NLGN4X,-0.1163343,0.654
PDXDC1,0.0352645,0.654
MYO3A,0.0646203,0.654
FAM86B1,-0.0589648,0.654
FLJ45974,-0.1352204,0.654
LOC400950,0.1237782,0.654
SRPK1,-0.03596,0.654
VWA3A,-0.0818489,0.654
OR4P4,0.0989468,0.654
DHDH,-0.0606075,0.654
CCDC63,-0.1092853,0.654
VPS37A,0.0708054,0.654
ID1,-0.3386241,0.655
ATP6V0D2,-0.0860611,0.655
SMYD3,0.0365188,0.655
FAM72A,-0.1174464,0.655
VMAC,-0.0404361,0.655
FAM83E,-0.090559,0.655
ISG20L2,-0.0458675,0.655
DMTF1,0.0615826,0.655
FAM82A1,0.0424083,0.655
SHISA2,0.0693614,0.655
XLOC_010243,0.0693708,0.655
IL1RAPL1,-0.0961248,0.655
ABHD3,-0.080709,0.655
CD300A,-0.0525947,0.655
LOC100653206,0.0664814,0.655
DCP2,0.0369536,0.655
KRTAP5-2,0.0666693,0.655
RNU4ATAC,0.039617,0.656
FFAR2,-0.1090936,0.656
NDUFA11,-0.0403427,0.656
XLOC_l2_014579,-0.036844,0.656
LOC339666,-0.074955,0.656
GPX7,-0.044188,0.656
RBM5,-0.0482997,0.656
XLOC_000268,0.052834,0.656
OSCAR,-0.0531409,0.656
XLOC_003765,-0.0904443,0.656
ZBTB26,-0.0642275,0.656
PCDHGA5,-0.1118594,0.657
OSMR,-0.0761549,0.657
CAMKK1,0.0469512,0.657
THRSP,-0.093787,0.657
XLOC_l2_009198,0.1914756,0.657
ZNF705A,0.1213607,0.657
KLHL8,-0.0416846,0.657
SVEP1,0.0815327,0.657
CTNS,-0.1203281,0.657
PARK7,-0.0499547,0.657
LRRC7,-0.07709,0.657
TPSG1,-0.0689218,0.657
ATP6V0A4,0.078817,0.657
LOC729121,0.0562769,0.657
SNAPIN,0.0424643,0.658
SAT2,-0.0377228,0.658
NUDT15,-0.0490728,0.658
ERGIC2,0.0434773,0.658
IL17RB,0.0757836,0.658
EFNA5,0.1416276,0.658
NNT,-0.075704,0.658
C9orf30,0.0366021,0.658
COL6A6,0.1190805,0.659
LOC284408,0.053001,0.659
TM4SF4,-0.0729198,0.659
IL1F10,0.0946322,0.659
HPSE2,0.1310956,0.659
PPCS,0.0525624,0.659
KRT74,0.1257865,0.659
LOC151484,-0.0638271,0.659
FTSJ1,-0.0395208,0.659
LOC100505478,0.0673947,0.659
PRRG4,0.0631937,0.659
OR1J4,-0.0714129,0.659
THSD4,0.0377702,0.659
PLD2,-0.0372359,0.66
LOC100507588,0.0556311,0.66
IGFBP5,0.1064886,0.66
PDGFC,0.0557331,0.66
VTCN1,0.0667565,0.66
COBL,0.039847,0.66
PPM1A,0.0355279,0.66
XLOC_012522,-0.1202833,0.66
UTS2R,-0.1995611,0.66
ARMS2,0.0959328,0.66
THNSL2,-0.0690421,0.66
UFC1,-0.0363056,0.66
FLJ22184,-0.0626985,0.66
RBM33,-0.0625541,0.66
ARHGEF11,-0.0468831,0.66
ARHGAP12,0.0363368,0.66
CUL7,-0.0414631,0.66
LINC00028,0.0648726,0.661
PPTC7,-0.0584575,0.661
MYL10,-0.0948098,0.661
LOC100128714,-0.0523465,0.661
LOC100131395,-0.0994372,0.661
SCARNA5,0.0677805,0.661
LINC00167,0.1081442,0.661
XLOC_011577,-0.0653608,0.661
DENND1A,0.0375582,0.661
TRPM5,-0.1010007,0.661
CDC6,0.0825311,0.661
UCKL1-AS1,-0.0697729,0.662
C5orf50,0.1406494,0.662
C2orf78,-0.0340331,0.662
LOC285626,-0.11638,0.662
DAP3,0.0344301,0.662
OR7C2,0.0640212,0.662
FLJ27354,0.0747045,0.662
TARP,-0.0868725,0.662
ILF2,0.044871,0.662
MOSPD2,0.04704,0.662
CSPG4,-0.0463963,0.663
CCDC159,0.0531158,0.663
SNORD70,-0.0690021,0.663
DEFB109P1B,0.1768192,0.663
GINS1,-0.0508858,0.663
VAMP3,-0.03393,0.663
CNTNAP4,0.0701629,0.663
GAN,-0.0795449,0.663
LOC283440,0.0867564,0.663
XLOC_009299,-0.1248791,0.663
FAM124B,-0.047963,0.663
SMC4,0.0739458,0.663
XLOC_001364,-0.1010298,0.663
RORC,-0.0802187,0.663
NUP210,-0.0422601,0.663
SIGLEC14,-0.0651178,0.664
AGPAT1,0.035417,0.664
HIST3H2BB,0.0479039,0.664
UBA5,-0.0535083,0.664
XLOC_013781,0.0855192,0.664
LOC100507564,-0.0515695,0.664
CLTC,-0.0721635,0.664
CFL1P1,0.1241481,0.664
PKD1,-0.047531,0.664
FTSJD2,-0.0358363,0.664
TLN1,0.0421702,0.664
RAD23A,-0.0386269,0.664
XLOC_l2_013458,-0.0677002,0.665
AFTPH,0.0442357,0.665
FOXI2,-0.0615273,0.665
C11orf31,0.0333384,0.665
KRT8P41,0.0693861,0.665
ZSCAN18,-0.0646072,0.665
SIX6,0.0458057,0.665
WDR13,-0.0577063,0.665
MAS1L,0.1143103,0.665
CD72,0.081576,0.665
WFDC10B,-0.099886,0.666
MLH3,0.0465119,0.666
FLJ13197,-0.0487506,0.666
CHRND,-0.0617234,0.666
NME2,0.0353322,0.666
FAM204A,-0.0368794,0.666
MEGF8,0.0896272,0.666
ACPP,-0.3059442,0.666
POSTN,-0.1870528,0.667
POM121L10P,-0.0444267,0.667
LOC100507091,-0.0459388,0.667
LOC100652931,-0.123723,0.667
ETV5,0.0361198,0.667
FBXW5,-0.0369876,0.667
FYN,0.0588817,0.667
KCTD6,0.0446615,0.667
CUEDC1,0.0702903,0.667
LOC256880,-0.0478246,0.667
ITGB7,-0.0556573,0.667
KRT10,-0.0436824,0.667
NFKB1,0.053323,0.667
SYCP2,-0.1331664,0.667
MED11,0.0368122,0.667
HCCS,-0.0619784,0.667
NUP210L,0.0492083,0.667
ENO2,0.0425152,0.667
KRT18P55,0.0700597,0.667
OR2V2,-0.238838,0.667
IARS2,0.0383735,0.668
GSTM4,-0.0538636,0.668
WNT1,-0.1079201,0.668
NMUR2,0.0462324,0.668
LCT,0.0801921,0.668
XLOC_l2_013295,0.047331,0.668
AHSA2,0.0456996,0.668
BPHL,-0.0366282,0.668
MED14,0.0394519,0.668
COA5,0.0431403,0.668
MYC,0.0596406,0.668
LOC100506542,0.1392132,0.668
OR9I1,-0.1619866,0.668
ABL2,-0.0475568,0.668
EGFLAM-AS2,0.0951465,0.668
TAAR9,0.1268761,0.669
TNFRSF4,-0.0913714,0.669
PKD2,-0.0448741,0.669
SPEF2,-0.0564554,0.669
HARS,-0.0384644,0.669
TEX19,-0.1144004,0.669
NARS,-0.0378496,0.669
C15orf41,-0.0413305,0.669
COL6A1,0.0472698,0.669
APOPT1,-0.0341643,0.669
LDHAL6A,0.046744,0.669
FKBP15,-0.0373748,0.669
CSHL1,0.1090238,0.67
FSCN3,-0.0920254,0.67
NKX2-5,-0.1890074,0.67
OMP,0.0888532,0.67
KIAA1257,0.0992181,0.67
RPA4,-0.1054967,0.67
NRTN,0.0471521,0.67
XLOC_005747,0.0346016,0.67
POTED,0.089124,0.67
RP2,-0.0588586,0.67
LIPI,-0.1254337,0.67
SLC25A23,-0.0369555,0.67
FOXR1,0.1139234,0.67
IL4,-0.1443155,0.67
KCNS3,0.046422,0.67
LRP10,0.107937,0.67
CSNK2B,-0.0471277,0.67
C6orf221,0.1262165,0.67
LOC285740,0.0703119,0.67
LOC152217,0.0325285,0.671
ZNF830,0.0371797,0.671
C9orf11,-0.0624554,0.671
C6orf174,0.1084894,0.671
YBX1,-0.0397216,0.671
LINC00238,-0.1475676,0.671
CDCP2,0.0681889,0.671
XLOC_l2_006080,0.0448304,0.671
NSRP1,0.0464603,0.671
C22orf32,-0.0376933,0.671
KRT35,-0.0977244,0.671
GAL3ST2,-0.0570785,0.671
JMJD8,-0.0659124,0.671
SLC2A12,-0.1172282,0.671
FAM171A1,0.0423336,0.672
FBXO8,-0.0403737,0.672
LOC643355,0.0318121,0.672
KRTAP4-11,0.0755441,0.672
CSTF1,-0.0371894,0.672
ANO8,0.1376043,0.672
ZNF280C,0.0413723,0.672
LOC644554,0.1451265,0.672
ARHGAP21,0.0363218,0.672
ASCL4,-0.0786543,0.672
PTTG2,0.143151,0.672
XLOC_003021,0.0835566,0.672
KAAG1,0.0866292,0.672
SERPINA9,0.1078334,0.672
XLOC_l2_009216,0.0535029,0.673
UHRF1BP1L,0.0551947,0.673
RFC4,-0.0368806,0.673
CRYZ,0.0602821,0.673
KRT81,-0.051733,0.673
OR5E1P,0.0840973,0.673
SERPINA6,0.0733642,0.673
ZNF730,-0.0411581,0.673
KIAA0196,0.0344149,0.673
AHCY,-0.0853489,0.673
HNRPLL,-0.0371644,0.673
PTGS1,-0.0724583,0.673
ST8SIA5,-0.051215,0.673
EAF1,0.044426,0.674
LINC00239,-0.0465492,0.674
HSDL1,0.0355135,0.674
CNTNAP5,0.0880566,0.674
OXTR,0.0978297,0.674
NFKBIB,-0.0395242,0.674
XLOC_012701,0.0802272,0.675
RN28S1,-0.0523403,0.675
ZNF30,0.0315696,0.675
HMSD,-0.0561592,0.675
ODF3L2,0.0346516,0.675
LOC100506924,-0.0344076,0.675
MATN4,0.096998,0.675
APLF,-0.0873862,0.675
LOC339529,-0.0717154,0.675
LRRFIP1,0.035836,0.675
MRO,-0.0993712,0.675
AQR,-0.0355324,0.675
GBA2,0.0893896,0.675
LOC100128531,-0.0546478,0.675
KRTAP1-1,-0.1560317,0.676
TMCO6,-0.0366646,0.676
ICAM3,-0.0550546,0.676
HSF2BP,0.1126445,0.676
DAB2IP,0.047341,0.676
OR9Q1,0.1126794,0.676
SELE,0.1385811,0.676
XLOC_005798,-0.089276,0.676
XLOC_007960,-0.0907778,0.676
PPY,0.0790645,0.676
CYB561,-0.0521533,0.676
VDAC3,-0.0448855,0.676
PEX12,-0.0464777,0.676
LIPN,0.1009801,0.676
POMGNT1,-0.0361474,0.677
RSPH6A,0.0654798,0.677
DENND4A,-0.0442781,0.677
CYTH1,-0.041217,0.677
HRH2,0.1109714,0.677
C11orf95,-0.0383017,0.677
KIF23,-0.08176,0.677
KCNK12,0.044023,0.677
NAALADL2,0.0599692,0.677
SNX15,-0.0360373,0.678
SRP54,-0.0460652,0.678
FLJ35776,-0.0438911,0.678
PRG1,0.1347922,0.678
UTP14C,0.0361387,0.678
ATP5L2,0.0705952,0.678
TBX19,-0.037817,0.678
GATA5,-0.0622666,0.678
UCHL5,0.056016,0.678
MANSC4,0.1081884,0.678
LSP1,-0.0664211,0.678
MDM1,0.0427828,0.678
HTR1E,-0.1191111,0.678
PLD5,-0.0697735,0.679
NRG3,0.0578043,0.679
VTRNA1-1,-0.0903914,0.679
LOC285286,0.0511907,0.679
IP6K3,0.1231208,0.679
HPD,-0.0750097,0.679
LOC284385,0.0361787,0.679
XLOC_009445,-0.0660397,0.679
KIAA1841,-0.0382499,0.679
SNORA3,0.1170401,0.679
LOC441204,-0.0496527,0.68
ARCN1,0.0363112,0.68
XLOC_l2_005936,-0.0547,0.68
ZNF792,-0.0457891,0.68
SVOP,-0.0418661,0.68
SCRT1,0.071069,0.68
PDIA2,-0.0628332,0.68
EFCAB3,-0.033228,0.68
LOC100129516,0.4607684,0.68
CLCN2,0.0429074,0.68
SFN,-0.0435657,0.68
MACF1,0.0696592,0.68
LHX4,-0.0560977,0.681
ALPPL2,-0.0461059,0.681
DKFZp434J0226,0.0602965,0.681
MATK,0.1144731,0.681
LRP12,-0.0642293,0.681
DEFB119,0.1056062,0.681
LOC149950,0.0538716,0.681
C1orf115,-0.0384481,0.681
SLC15A3,-0.144617,0.681
CABLES2,0.0409839,0.681
DDI1,0.0778959,0.681
C7orf59,-0.0389266,0.681
B4GALT4,0.0360399,0.681
TGM7,-0.054487,0.681
STK36,0.0385965,0.682
TMEM27,-0.0626162,0.682
ECI2,-0.0331971,0.682
HLA-DPB1,0.037645,0.682
C17orf109,-0.0766159,0.682
ZNF12,-0.0501047,0.682
FERMT2,0.0389449,0.682
LOC100507096,-0.1429508,0.682
C17orf50,-0.0561984,0.682
FEM1C,-0.0512198,0.682
XLOC_l2_007541,0.089001,0.682
NECAP2,-0.0345337,0.682
ACTR3BP2,0.0952862,0.682
MGC20647,-0.0904853,0.682
TMEM131,-0.0424177,0.682
ABHD12,-0.0441884,0.682
C21orf119,0.0399835,0.682
LOC100289388,0.0512511,0.682
LOC285000,0.1096766,0.682
C12orf53,-0.0520042,0.682
LOC100506854,-0.0569617,0.683
INGX,-0.1416909,0.683
ASCL2,-0.0983076,0.683
CCDC7,0.0459406,0.683
ARPM1,0.0899453,0.683
XLOC_000256,0.0613415,0.683
LOC286184,0.2830537,0.683
LEUTX,-0.05238,0.683
F2R,0.035052,0.683
LOC728377,-0.125395,0.683
SCUBE2,-0.0860851,0.683
FLJ14186,-0.0364662,0.683
ALAS1,-0.0324071,0.683
LOC729652,-0.0775395,0.683
XLOC_001963,-0.1167038,0.683
GYPC,-0.0517575,0.683
PEX1,-0.0333207,0.684
LOC100652749,-0.1123371,0.684
MYO18A,-0.0443268,0.684
FIZ1,-0.048128,0.684
SPATA6,-0.0363869,0.684
SMTNL1,0.0659667,0.684
PHLPP1,-0.054585,0.684
C6orf120,0.0361049,0.684
CWC22,-0.0379,0.685
