GENE_SYMBOL,logFC,P.Value
STK36,-0.0276,0.89084299
ITGB1BP1,-0.004366666666666667,0.8908437529400903
TMEM221,0.0515,0.8908569
NEK2,0.07794999999999999,0.890902058006295
MLL5,-0.004050000000000002,0.890905577681632
SLC7A5,0.0303,0.8909359
C7orf29,-0.0118,0.89101406
IL36A,0.0695,0.89101802
MEOX1,0.0712,0.89102042
ATG16L2,0.031,0.89103513
ARL13A,0.122865,0.8910360812734375
LOC646471,0.0525,0.89108833
YY1,-0.0179,0.89110341
RGS12,0.034665,0.891104350564645
IRF9,0.0106,0.89111682
IST1,0.0664,0.89113214
OR1I1,0.0748,0.89113219
NGF,-0.061,0.89114925
C11orf71,-0.016,0.89120749
C19orf57,0.0302,0.89129429
VN1R1,-0.034,0.89133554
WDSUB1,0.0146,0.89135887
SMARCD2,-0.0151,0.89141585
RAD54B,-0.009000000000000001,0.8914355820648745
TTTY20,0.0072,0.89149194
NEUROG3,0.0274,0.89153087
BMS1P4,-0.0311,0.8915384
ARMCX5,0.0077,0.89158315
SLC25A37,-0.0224,0.89163192
SLAMF9,-0.0529,0.89171101
LOC728978,0.0452,0.89171201
ACCN2,-0.0275,0.89172082
PTCHD2,0.00914,0.8918269
LOC100128508,0.181,0.8918786
NCRNA00249,-0.00738,0.89189352
GGN,-0.04904,0.8919074613260468
SMUG1,0.0029500000000000012,0.8919234308883143
KLK5,0.0797,0.89196358
ANKK1,-0.0476,0.89199761
PSKH1,0.0223,0.89203183
HNRNPA3,-0.106966,0.8920723514220906
HOXA7,0.0614,0.89207921
DUSP7,-0.0257,0.89220329
ORC3,0.00787,0.89224322
PCDHAC1,-0.00777,0.89224859
LIMS1,-0.00773,0.89228608
EP400,-0.0237,0.89228757
LOC100129069,0.0509,0.8923751
TGOLN2,-0.021235,0.8924243477723379
PAR5,0.00718,0.89244817
FIGNL2,-0.09843333333333333,0.8924502374978289
SCARNA10,0.037,0.89253847
BOLA3,-0.189635,0.8925911612937238
CLEC2A,0.0282,0.8926506669250229
KCTD6,-0.0205,0.8926672
CHTOP,-0.11274999999999999,0.8926837385145661
CXCR4,0.0239,0.89268704
SUN5,-0.112105,0.8927104410779921
SMPX,-0.0524,0.89271136
LAPTM5,0.0468,0.89280146
P4HB,-0.0369,0.8928252355399559
TAS2R14,-0.0239,0.89286172
ARAF,-0.004650000000000001,0.8929071112299566
ZNF137P,-0.08365,0.8929395447208532
LTBP2,-0.0672,0.89296553
PEX2,0.0644,0.8930847
C9orf153,-0.0743,0.8931144811533462
ACVR2B,0.0343,0.89312183
WRB,-0.0147,0.89312352
IPP,-0.04245,0.893146789565293
ATP1A3,-0.0542,0.89317783
HSP90AB5P,-0.0296,0.89319396
TMEM55B,-0.0088,0.89321523
TSPAN2,0.00717,0.8932473
KIRREL,0.050100000000000006,0.8933559605870582
HDGFL1,-0.0563,0.8933974
MAP2K3,-0.0215,0.8934911913969635
RRH,0.0192,0.89350939
LOC283856,0.00711,0.89353079
SRBD1,0.0115,0.89354152
RBM8A,-0.0191,0.8935576261329589
C11orf20,-0.0129,0.89363079
FABP3,-0.0276,0.89366032
AMT,-0.0537,0.8936892117027423
PRTFDC1,-0.01975,0.8936987583317926
RPL19,-0.00753,0.89370691
FAM41C,0.00711,0.89375557
XLOC_008632,0.0454,0.89375915
LOC100131048,-0.09964999999999999,0.8937865884942671
EIF3IP1,-0.00725,0.89381874
NEK4,-0.04131,0.8938471015251693
CNGB1,0.06758,0.8938548255447117
SYT11,0.0955,0.89385548
ZNF511,0.0485,0.8939065590125721
GCLM,0.0333,0.89391108
SKA3,-0.0717,0.89394671
SART1,-0.0107,0.8940154
TNFRSF14,-0.04525,0.8940366951056973
LY6G6C,-0.0771,0.89421227
CD300LD,0.00696,0.89424
UNC50,-0.0154,0.89424907
DIO2,0.04323333333333334,0.8942747833059806
TMED9,0.0245,0.8942765
C19orf75,0.00723,0.89428986
CLPX,0.0278,0.89429167
ADAM7,-0.0405,0.89434886
HECTD3,-0.04,0.89436775
MTFMT,0.0152,0.89437886
PTPN9,-0.0161,0.89442713
CHORDC1,0.006250000000000002,0.8945589712428756
NIPBL,-0.0209,0.89458106
GBP1P1,-0.00701,0.89462483
SLC2A13,0.07654999999999999,0.8946805200391981
ZNF673,-0.03813333333333333,0.8946980918891164
POP5,-0.0343,0.89471908
AGR3,0.00797,0.89472778
UBA52,0.00873,0.89475653
MDM2,0.010866666666666665,0.894767425237246
C7,-0.0362,0.89487135
TMLHE,-0.0474,0.8949275948092307
RPL39,-0.015425,0.894981697338718
THAP3,-0.0252165,0.8950089711670455
MLPH,-0.0503,0.8950600412166708
PDE9A,0.09875,0.8950844301257309
KIF11,0.0284,0.89513443
NLRP13,0.00698,0.89515045
BCR,0.053,0.8951531916979368
IGFL1,0.117,0.89518274
MED23,-0.043089999999999996,0.8952500265986826
REEP2,0.0149,0.89525478
DENND1C,-0.0109,0.89535069
MAGEA4,0.00721,0.89538038
FAM206A,-0.08195,0.8953951931889463
GPR17,0.13035,0.8954132414340081
EGFR,0.00866666666666667,0.8954160950076631
MYOC,-0.0224,0.89543592
RUFY1,0.032435,0.8954845608143026
TCTEX1D4,-0.06175,0.8955382816915362
MRPL54,0.0146,0.89554276
H3F3B,0.042550000000000004,0.8955869830436027
PALM3,-0.0792,0.8956137911787265
GPR21,0.1,0.89580246
ST13,-0.17061,0.8958810265313352
XLOC_007894,0.0287,0.89598944
ARAP1,0.026350000000000002,0.8960875781582717
IFT43,0.0108,0.89608822
ODF3L2,0.0507,0.89613223
KIAA1919,0.01,0.89613879
ZMYM2,-0.021339999999999998,0.8961599647442547
LTBR,0.0088,0.89616647
CUL2,-0.0263,0.89632635
ARHGAP25,0.0295,0.89638657
OR2T12,0.0693,0.89642404
AGBL3,0.02798,0.8964692333558858
CCDC47,0.0459,0.89653304
PGAP3,-0.0081,0.89653352
ERCC4,0.08030000000000001,0.8966338589443541
ACBD7,0.0209,0.89665648
C20orf4,0.0005000000000000004,0.8966864905197017
RBFA,-0.0114,0.89669233
TFAP2A,-0.058464999999999996,0.8967107167090326
LOC285629,0.0792,0.89679901
LOC644919,0.00688,0.89685065
CEP44,0.0005999999999999998,0.8968771182463048
RPL22,-0.01965,0.8969601966362283
PHF14,0.0040999999999999995,0.8970082185362837
MEF2BNB,-0.06296666666666666,0.8970564570856744
FAM75D1,-0.0691,0.89712972
KIDINS220,0.047200000000000006,0.8971325859488944
WWC1,0.0143,0.89715106
RSAD2,0.021449999999999997,0.8972231284697867
YY2,-0.05355,0.89723292480887
XLOC_005056,0.03375,0.8973444088936893
C10orf120,-0.061450000000000005,0.897396869027689
EXOC3,0.0108,0.89744243
C19orf73,0.03545,0.8975282088535951
QSOX1,0.00046666666666666384,0.8975386328858667
MARS2,-0.0796,0.89756401
OR7E19P,0.0342,0.89756875
SLC23A1,-0.0215,0.89760507
MGC2752,-0.045799999999999993,0.8976196924642487
OR2C1,0.0497,0.89765399
OR6C2,-0.00692,0.89768233
OR7C2,-0.0506,0.89789682
USE1,0.013715,0.8979629676779337
LRP5L,0.04625,0.897964362840447
TTF1,-0.008700000000000001,0.8980452070095735
WBP4,-0.0076,0.89810587
TTTY3,-0.00794,0.89818124
ACR,0.0475,0.8983369722375169
LOC442421,-0.08185500000000001,0.8983852950488876
LOC392196,-0.029,0.8983975
DBH,-0.0322,0.89840114
C8orf55,-0.0228,0.89841233
LOC220729,-0.0251,0.89847482
TXNDC5,0.02635,0.8985936159981012
CXorf69,-0.0194,0.89863091
ATOH1,0.0307,0.89866673
TREML2,0.0837,0.8986879
FAM7A1,0.0338,0.89874933
SUDS3,0.0161,0.89881326
MYL1,0.00743,0.89881851
LOC285696,-0.10741,0.8988188850628177
C17orf28,-0.0189,0.8988289
ME3,-0.029349999999999998,0.898872717283448
VN1R4,0.00821,0.89891929
HOMEZ,-0.0148,0.89892338
VIP,-0.0494,0.89893067
IDO1,-0.0664,0.89896202
TMED1,-0.0126,0.89900516
NUDCD3,0.0356,0.899167055763448
RAD51D,0.09776666666666667,0.899265591033214
FAM3A,-0.02815,0.8992700056635069
LOC652119,-0.045,0.89937444
ZNF83,-0.0247,0.89942187
IFNW1,-0.00665,0.89944505
JOSD1,-0.0104,0.89949967
ZNF593,0.00913,0.89952517
ZDHHC8,-0.010533333333333334,0.8995690961143707
LOC100130657,-0.0672,0.89958526
LYPD4,0.08711500000000001,0.8996403153557018
C11orf93,-0.057,0.89964428
LINC00299,0.0806,0.89965048
TMEM194A,0.017,0.89969693
SLC36A4,0.03165,0.8997002241023058
SENP1,0.02277,0.8997212408459507
RAB3C,0.09245,0.8997242040616463
RBMXL3,0.00725,0.8997524
PRO1596,0.00673,0.89976669
ZNF513,-0.0197,0.89977586
PTAFR,-0.11075000000000002,0.8997774944420383
SCNN1B,-0.02,0.89978028
FARP2,-0.05595,0.8998575503232935
OGDH,0.0215,0.89986903
KRTAP9-1,0.04006666666666667,0.8998795961884468
LOC100169752,0.00661,0.89989818
CXorf61,-0.00689,0.89991011
PITPNC1,0.0643,0.8999496904381665
XLOC_002275,0.0426,0.90000372
LOC100132874,0.0562,0.90018791
STAR,-0.044,0.90024514
UQCRH,-0.017099999999999997,0.9002563565475421
TOE1,0.00899,0.90026505
OR13D1,-0.125,0.90027033
LOC100509091,0.078,0.90029152
ACTL6B,-0.0323,0.90032581
LOC153684,0.0313,0.90044349
TNFRSF8,0.0221,0.90050364
MAGEB4,0.00752,0.90053265
STMN1,-0.011350000000000002,0.9005502235497341
SPSB4,0.0111,0.90057444
IGDCC3,0.0452,0.90057772
ZNF765,-0.113435,0.9006246530893142
CCL17,-0.0424,0.90064703
PIK3R2,0.0202,0.90068527
DSCR8,0.00675,0.90070932
SGOL2,-0.014349999999999995,0.90074387692046
TGFBR1,-0.0342,0.90081042
OR5H1,-0.0565,0.90083974
FAF1,-0.00903,0.90086783
MS4A12,-0.0865,0.9009636
ROR1,0.13486666666666666,0.900989570401935
PM20D1,-0.0844,0.9011135147172817
ELOVL7,-0.0408,0.90117431
NEDD4,-0.0166,0.9011809
LOC100289178,0.10905,0.9012350918819989
PCDHGA5,0.17545,0.9012690874976932
PPIL2,-0.10095,0.9014328634381371
LOC100292409,-0.0421,0.90145095
LOC100128242,-0.00667,0.90148409
CREB1,0.0223,0.90148586
LOC404266,-0.00673,0.90152459
GPC6,0.0959,0.9015388862461654
MBIP,-0.03675,0.9015680788906779
BTBD7,-0.027225,0.9015948504948896
PPP2R3A,0.00991,0.90167231
TMED3,0.009,0.90168745
LOC100131910,-0.0439,0.90170261
HOXB13-AS1,0.104,0.9017949
MCART6,0.0246,0.90186878
LOC646014,-0.0632,0.90188066
ISY1,-0.0141,0.90190546
TAF5L,-0.0212,0.9019263206066943
B4GALT4,0.0311,0.90193606
IL18,0.0101,0.90194407
HDGFRP2,0.028210000000000002,0.9019616344694925
AS3MT,-0.034166499999999995,0.9019652184318114
TBPL2,0.00647,0.90197441
EFHA1,0.016,0.90198375
NOXO1,-0.0331,0.9021308
RAD51C,0.00963,0.90216183
LOC100509378,-0.061,0.9021652
CHAF1A,0.0417,0.9022149364821646
CXorf59,0.0065,0.90234761
LOC387720,0.00697,0.90236214
APLF,0.0129,0.90236306
CD226,0.0135,0.90237037
CDKN2D,-0.00887,0.90237608
RNASE10,0.00641,0.90242065
OSBPL1A,0.0128,0.9024495555528116
XLOC_004951,-0.12004999999999999,0.9025086125700383
NME5,-0.0316,0.90251176
FLJ23152,0.0477,0.90256755
GPR97,0.03300000000000001,0.9026252281162137
FANCD2,0.09148766666666669,0.902793316297252
SERPINB5,-0.0787,0.90281407
SLC25A14,0.0153,0.90283028
LSP1,-0.0718,0.9028791528029926
TYW1,-0.0552,0.902902500869461
BRSK2,-0.0392,0.9029180279431198
ANP32C,-0.0658,0.90294835
NENF,0.00853,0.90295905
MT1L,0.0128,0.9029696
SCN3A,0.0856,0.90297189
COPZ2,0.0128,0.90301907
FLRT2,-0.0795,0.90306299
NTN1,-0.00947,0.90306317
BANK1,-0.0331,0.90308438
TAS2R10,-0.0426,0.90308488
HDAC7,0.020050000000000002,0.9031010663747553
ABTB1,-0.028445,0.9031126580442063
GOLGA6L7P,0.0449,0.90315769
OR4C13,0.00645,0.90318236
ZNF772,-0.0673,0.90329344
TMEM102,-0.0202,0.90333318
KIAA1377,-0.00642,0.90333747
TMEM8A,0.0228,0.90336304
ABCA1,0.02675,0.90341721553592
MYO3A,-0.1699975,0.9035879952755901
LOC401497,0.00665,0.90361382
PIK3R1,-0.00873,0.90362664
PATZ1,-0.0236,0.90364908
ITGAE,-0.00752,0.90366193
YKT6,0.0133,0.90366271
FASTKD5,0.00943,0.90368025
PRKCQ,-0.0137,0.90368875
FCER1G,-0.0633,0.9038363457463957
FAM41AY1,0.00682,0.90389647
ADAMTS18,-0.0069,0.90392077
AKAP13,-0.0243,0.90397622
PLXNA4,0.21658400000000005,0.9039952924330413
ETAA1,0.0109,0.90402911
SPANXN2,-0.0912,0.90405904
GFI1,0.0177,0.90408128
LOC729313,0.0156,0.90415762
LOC286370,-0.00647,0.90416722
ANO2,0.0519,0.90419906
PRIM2,-0.03976666666666667,0.904251374437175
NMI,-0.0133,0.90425737
ERGIC2,-0.0201,0.90432795
FAM127C,-0.021,0.90435204
RNF182,0.0684,0.90436449
ESCO1,-0.0199,0.90441067
FEM1B,-0.0188,0.90445581
LOC100653296,0.0142,0.90446566
MELK,0.00988,0.90448732
IFNB1,0.0536,0.90452691
KRTAP10-8,-0.0513,0.90469368
GOLGA6L6,-0.07576000000000001,0.9047152906631
ANKRD34C,0.00631,0.90475151
TFAP2E,0.0275,0.90476445
C17orf72,0.00636,0.90479048
NCAN,0.0269,0.90481001
ANKH,0.0415,0.9048410337825898
STAM,0.0698,0.9048429572579507
LOC284933,0.0288,0.90488981
COL4A6,0.04819999999999999,0.9049308561121483
AP1S1,0.0259,0.90497444
DIAPH2,-0.015,0.90498495
C14orf86,0.00629,0.90505432
PGBD1,-0.0317,0.90510729
LOC400456,-0.0626,0.90511245
ZMYND19,0.0108,0.90515396
C10orf140,-0.1269,0.905181485771758
TEX15,-0.0297,0.90518794
C9orf100,0.0384,0.9051948220757503
C6orf99,0.0716,0.90521556
TAS2R41,-0.00684,0.90525052
FLJ42220,0.00629,0.9052564
LOC643714,0.00669,0.90535014
STARD3,0.021065,0.9053516259028258
SNRPD2,-0.0185,0.90539552
ZNF214,0.0222,0.90540016
TMBIM6,0.0005999999999999998,0.9054103461739318
DSCAML1,0.00667,0.90543316
ZNF695,0.0022500000000000003,0.9054363238264951
HEATR6,-0.00781,0.90547994
TRIM38,-0.0222,0.90550285
FCGR1B,-0.0596,0.90556392
XLOC_005365,-0.0113,0.90557374
RPL10,0.011224999999999999,0.9055856437812346
OR4C12,0.00623,0.90558679
ANTXR1,0.095375,0.9056185465642915
MED29,0.00657,0.90564376
HTR3D,-0.0069,0.9056881031891152
SPATA8,0.0389,0.90573921
DENND4B,-0.0203,0.90578405
TMEM159,0.0205,0.90579281
PRDX3,-0.0167,0.90582726
RNF113A,-0.00987,0.90583014
RBM39,-0.027133333333333332,0.9058543079559138
PDZD4,-0.0225,0.90593538
DNAJC8,-0.0093,0.9059519
AOC3,0.0168,0.90596517
LOC646719,0.0522,0.90597003
TMCC3,0.00909,0.90602005
GPC2,-0.036,0.90602406
DPH2,0.0089,0.90603106
PROC,-0.00895,0.9060556831610654
PTMS,0.0273,0.90612056
EXOC5,-0.015,0.90612786
POU3F4,0.0616,0.90613458
LOC100192378,0.0593,0.9061747
DNER,-0.0241,0.90623775
LOC100130331,0.00654,0.90623838
ACCN3,-0.0151,0.90624279
BRF2,-0.0146,0.90628072
PIK3CD,0.04125,0.9062958621273964
OR10G8,-0.0789,0.906323
EML4,0.01235,0.906386383822304
FLJ44511,0.0381,0.90645545
TCEA1,-0.056,0.9064640015705938
C6orf124,-0.0311,0.90646495
LOC153577,-0.0395,0.9064742
NFE2L3,0.0262,0.90649747
TSPAN31,0.0172,0.9065409
PAPL,-0.0372,0.90658077
ZBTB25,-0.0192,0.90661679
C7orf40,-0.00623,0.90662838
GDF5,-0.0463,0.90665819
FFAR1,-0.0693,0.90668729
CD38,-0.013,0.9066958
LINC00346,0.0365,0.90671894
RNF167,0.01235,0.9067742291165589
CPT2,0.011,0.90678039
FRZB,-0.0283,0.90681207
CLDN23,0.00733,0.90691793
PDGFRL,-0.0224,0.90692997
C20orf3,0.0208,0.90697851
YBX1,-0.01405,0.9070534752118137
ADSS,-0.0139,0.90706919
PTPN2,0.010700000000000001,0.9070814029286038
FAM166A,0.030150000000000003,0.9070866171272685
CA14,-0.031,0.90710502
SLC22A18AS,0.0135,0.90715994
ADORA1,0.044,0.90717018
FLJ25694,-0.00023333333333332962,0.9071748485768502
C1orf174,0.012,0.90718351
LOC100132731,0.0621,0.90719315
SOCS7,0.0348,0.90719492
ANGEL1,-0.0144,0.9072228
NBPF22P,-0.11,0.90726317
DAAM1,0.0133,0.90728774
PRRC2B,0.029066666666666668,0.9073635752864715
KLK3,0.0017499999999999998,0.9074439177302073
USP7,0.0183,0.90744477
HTR4,-0.066255,0.9075048479548644
VPS13B,-0.06899999999999999,0.9075337581788626
CAMKMT,-0.01965,0.9075368149281625
AP3S2,0.00643,0.90756635
PKHD1L1,0.00712,0.90757597
C19orf70,0.00947,0.90758176
TUG1,0.0056500000000000005,0.9076429689320205
SLC22A24,0.049049999999999996,0.9076622902732272
psiTPTE22,-0.182,0.9077696543400644
LOC100130236,-0.0409,0.9077964
LIN37,0.0087,0.90780597
SPATA20,0.0139,0.90781875
RNF214,0.0365,0.90788325
FLJ43315,0.0638,0.90789252
PUS1,0.0085,0.90790387
IKBKB,0.008666666666666668,0.9079694163097703
DNAJC7,0.0286,0.90797381
C20orf107,0.04,0.90798147
FBXL12,0.0122,0.90799497
WIBG,-0.0106,0.90821639
PROKR1,-0.0446,0.90830073
LATS1,-0.0673,0.9083586681031666
FXR1,-0.02325,0.9083808502835109
FAM103A1,-0.0257,0.90840866
S100Z,-0.0305,0.90840967
IRF5,0.0083,0.90843058
ATP6V1A,-0.0118,0.90846276
SELK,-0.0089,0.90847401
TMC8,-0.09574999999999999,0.9084995152295714
LOC158572,0.0562,0.90853148
CASP1,0.0121,0.90857953
RUNX3,-0.06965,0.9087586142916156
ZC3H4,0.00743,0.90881071
AMN,0.0616,0.90885223
PRLHR,-0.0103,0.90885381
KLF16,-0.00873,0.90885482
C18orf21,0.0154,0.90887415
DCP1A,0.022949999999999998,0.9088908488464069
TXNRD3,-0.0103,0.90892614
LOC387647,-0.0102,0.90894452
MOB1A,0.026750000000000003,0.9089514842074559
ANKRD36,-0.09446666666666666,0.9090317133230684
C2orf40,0.0941,0.90910091
RNF145,0.07545,0.9091032766596959
ESRP1,0.0367,0.90916848
DEFB129,-0.0218,0.90919398
KIAA0748,0.0833,0.90920755
XLOC_001663,-0.0424,0.90924916
MRPL43,0.0502,0.9092766904624662
SALL3,0.0362,0.90942936
EPDR1,0.0092,0.90943598
TTTY21,0.00623,0.90948004
EPB41L1,-0.018600000000000002,0.9094804601375613
RNF149,0.0072,0.90951036
XLOC_012053,-0.0419,0.9095155545595752
RUNDC3B,-0.0101,0.90952093
LOC100130027,0.0694,0.9095395405180502
KIAA0586,0.00683,0.90961489
FST,0.0194,0.9097045
RPLP2,0.00733,0.90973884
CDHR1,0.061415000000000004,0.909747449707407
TBC1D26,-0.0354,0.90977161
LOC100133461,0.00627,0.90977596
SCN9A,-0.001550000000000001,0.9098250436666446
ACTR10,0.0138,0.90987426
LOC646324,-0.006,0.90990739
LRBA,-0.0138,0.90991411
CCL4,0.0792,0.9099426620665597
CATSPER2,-0.005266666666666667,0.9099581652010573
SLC39A8,0.029400000000000003,0.9099945807222537
SLC26A6,0.021,0.9100352
POM121L10P,0.11816666666666666,0.9100758249994787
EEF1E1,0.0136,0.91010453
CARD9,-0.07255,0.9102621849678928
ACTN3,-0.0297,0.91028911
FAM78A,-0.0354,0.91029084
ZNF441,0.0463,0.9103033000321673
MUC19,0.00635,0.91045181
ECH1,-0.0122,0.9104657
DPEP2,-0.0586,0.91047787
KCNH6,-0.099,0.91049755
LYL1,-0.0229,0.91052785
MESDC1,-0.0077,0.91053964
P2RY1,0.04296666666666666,0.9105734932832066
ELMOD3,0.109625,0.910633187668173
VPS13C,-0.00635,0.9106472761022713
ATAD3C,0.08985,0.9106513385291816
XLOC_008370,-0.0368,0.9106834388064974
SLC30A6,-0.00603,0.91072138
RPL23A,-0.024775000000000002,0.9108054885342525
TBP,-0.0166,0.91081561
UG0898H09,-0.0929,0.91083829
ADIPOR2,0.0191,0.91084197
ACAD10,-0.0721,0.9108557444631957
SNCA,-0.0082,0.9108655
CTDSP1,-0.029699999999999997,0.9108816570428171
LAMB1,0.061233333333333334,0.9109325203769121
UBE2E2,-0.0162,0.91098449
CDK5R2,0.0628,0.91101925
SLC16A14,-0.0604,0.91106832
ANO10,0.0263,0.911131617757899
SLC4A5,0.047845,0.9111503031681691
SRSF3,-0.0076500000000000005,0.911213926022094
ITGA9,-0.0716,0.91123393
ACAP2,0.0116,0.9112399
LOC100129223,-0.0040999999999999995,0.9113325035845972
CXCR2P1,-0.0119,0.91133598
RECQL,-0.040165,0.911341925874107
RCE1,0.00642,0.9114122
PRKRIR,0.037250000000000005,0.9114676846813046
LPAR4,0.00591,0.91150451
APC2,-0.0219,0.91154761
LOC389199,-0.0998,0.9116107
LOC647086,-0.09465000000000001,0.9117392428048623
C22orf29,-0.00883,0.91174624
CCDC108,0.1254575,0.9118241550174259
SPINLW1,-0.00632,0.91185332
CUL7,-0.0202,0.91189409
CABS1,-0.00625,0.91193083
LOC401098,0.00578,0.91193583
OR9G1,-0.00597,0.91195826
LOC100507050,-0.0714,0.91200454
CTNNAL1,0.000449999999999999,0.9120404716395538
FLJ40039,-0.1278,0.9120535470805908
FTSJ3,0.03,0.91205694
TRUB2,0.016,0.9120787
MOCS2,-0.0173,0.91209795
RSAD1,0.00707,0.91210942
JMJD6,0.0165,0.91212721
ST6GALNAC4,-0.014,0.91214458
BMP3,-0.0007499999999999998,0.9121493850274975
C21orf96,-0.0784,0.91215349
LOC389602,0.0286,0.91222615
LOC100272216,-0.015,0.91223892
FCAMR,0.011499999999999996,0.9123432353269871
HMGCLL1,0.13285,0.9124332000968463
ASPRV1,-0.0215,0.91244095
MKNK1,-0.0069,0.91251131
OLIG2,-0.0123,0.9125587
EEF2,0.0124,0.91269819
MBL1P,-0.0385,0.91272101
C21orf37,0.0058,0.91289414
DLG5,-0.0138,0.91290535
LEPREL2,-0.0132,0.91292934
SRP9,-0.15656666666666666,0.9129755854700219
LOC728558,0.0145,0.91304599
PCGF6,-0.0131,0.91305205
WDR52,-0.046950000000000006,0.9130835246562903
KRTAP1-3,0.020686666666666666,0.913126813379853
ZNF226,0.016149999999999998,0.9131604952827305
SDCBP,-0.00897,0.91322489
FLJ42392,0.0374,0.91324631
CD2,0.04723333333333333,0.9132550490563984
ZNF419,-0.10445,0.9132820146751005
SF3B4,-0.0328,0.9133559
LOC100133161,0.0070666666666666655,0.9133688195091219
INF2,-0.017489,0.9133953000778444
COL6A6,0.00595,0.91340226
SEPHS1P1,-0.00584,0.91342084
RP9,0.00667,0.91344073
PCGF3,0.05945,0.9134921801816704
SRPR,-0.0159,0.91349538
FLJ31104,0.0261,0.91354614
GPR139,0.0282,0.91357591
UBXN2A,-0.0182,0.91359429
LOC100129722,-0.0205,0.91366305
ZNHIT3,0.0134,0.91371187
MDC1,0.0127,0.91371464
PHTF2,0.01545665,0.9138016679168381
IL33,-0.0279,0.91383992
ZNF354B,0.0247,0.91386159
PAPPA2,0.111125,0.913874958591344
C2orf63,-0.024349999999999997,0.9138928409330143
RNF185,0.033,0.91390243
ZBTB42,0.015,0.91393844
BCL6,-0.012,0.9139404
ZNF527,0.006999999999999999,0.9139643390076392
HILPDA,-0.00877,0.91399248
KCTD4,-0.00573,0.91403397
SIGLEC11,0.0518,0.91403969
IL17C,-0.0566,0.91411708
IPW,-0.0243,0.9141968
CYCSP52,-0.0254,0.91420438
C1orf177,0.0165,0.91432196
MTM1,0.02135,0.91433062086697
APOBEC1,-0.00577,0.91438501
LOC729041,0.0146,0.91449373
ARGFX,-0.0505,0.91449794
OXR1,-0.015993333333333335,0.914504287756562
ZNF219,-0.0121,0.91451377
SPRNP1,0.0113,0.91452558
IQCF3,-0.026,0.91456397
ZNF529,-0.0128,0.91459057
RTN4RL2,0.0211,0.91459757
MINA,0.0156,0.914611790419374
MESDC2,-0.0186,0.91466139
PNKD,0.0082,0.9146856839830823
GABRA2,-0.00581,0.91468629
TIA1,-0.009950000000000002,0.9146905345440383
UPRT,-0.038,0.914721953677806
PCDHB5,0.0338,0.91472827
RASGRP3,0.00655,0.9147298261982508
FLJ26850,0.0615,0.91477166
NBPF15,-0.00847,0.91478506
ANGPT4,-0.0571,0.9147933
LOC653581,0.0454,0.91480232
C18orf26,0.00572,0.91481912
LOC401431,-0.0248,0.91486638
LOC100240734,0.0586,0.91487702
PKN2,0.031160000000000004,0.9149130668331655
UBE2D3,-0.1125,0.9149358080032229
LZTFL1,-0.0274,0.9149413
NDUFB9,0.0065,0.91500361
PFKL,0.0357,0.91501551
TUBB3,0.044,0.91505087
MAGEB2,-0.0571,0.9150602
LOC100130931,0.00639,0.91507798
SEC22B,-0.00953,0.91511878
S100A13,-0.0118,0.91513662
CLIP2,-0.018399999999999996,0.9151376407267057
PCP2,0.0101,0.9151627
CD3E,0.0403,0.9151692
STXBP1,-0.0235,0.91519451
TCF23,0.11904999999999999,0.915206663933335
C1orf185,-0.0075699999999999995,0.9152655355142706
WWP2,0.03285,0.9152659422725182
PFDN2,-0.0135,0.91526817
XLOC_004805,-0.026499999999999996,0.9153078007005733
RPTN,-0.00557,0.9153957
FOXP1,-0.03866666666666666,0.9153987742052656
RIMS4,0.06,0.91541569
MAGEA10,0.00564,0.91541897
KIAA1383,0.00579,0.91542044
TMIE,0.018,0.91543303
CDR1,-0.00555,0.91546871
MYO1C,0.00923,0.91562772
SF3B3,0.0556,0.9157841610073972
PTBP2,0.0104,0.91581251
CAPN11,-0.00638,0.91582758
ZNF85,-0.0755,0.91582892
HAGHL,-0.00838,0.91583882
TLN2,0.013,0.91587242
DKFZp686O1327,0.049,0.9158736
APCDD1L,0.0753,0.91595112
KIAA1804,0.09847,0.9159531505424423
HIBADH,0.0104,0.91597478
TOP3B,0.03682,0.9160337665698516
RAB7L1,-0.00563,0.91618833
MSX2P1,0.0269,0.91620441
NCOA2,-0.07065,0.9162312954733292
PRRG1,0.0216,0.9162537480560727
LOC283050,0.0235,0.9163264
MRO,-0.0734,0.9163571200326283
XLOC_006555,-0.0232,0.91639313
AHCTF1,0.038900000000000004,0.9164075213167616
ZFR,0.0636,0.9164123141320633
RNF175,0.0544,0.91651916
STK19,0.0068,0.91654144
TDRD7,-0.0137,0.91657773
PSAPL1,-0.11560000000000001,0.916587044524756
ATG16L1,-0.023899999999999998,0.916596411872217
WDR31,-0.0181,0.91661608
LGR6,-0.07585,0.9166667646137812
IL1RAPL2,-0.0332,0.91667809
ADRB3,-0.0338,0.91668138
TPD52L2,0.0161,0.91669212
FAM13C,0.00546,0.91669313
PRDM2,-0.01688,0.9167223165197852
LOC100133315,-0.10305,0.9167838693795132
WFDC1,0.0534,0.91681153
PYGO1,0.01132,0.9168459888649338
LOC730227,-0.0254,0.91685618
BBS2,-0.00913,0.91690304
DNAJC22,-0.013,0.91690528
AP1M1,0.0198,0.9170071
LOC400927,-0.019000000000000003,0.9170548643243728
WFDC9,0.0468,0.91706169
SUV420H1,-0.10197333333333332,0.9170805682693756
SLC5A6,0.041299999999999996,0.9170889136357233
